checkpoint,model_type,device,batch_size,seq_len,prompt_len,gen_len,kv_cache,warmup_iters,measure_iters,prefill_avg_ms_per_batch,prefill_tokens_per_sec,decode_avg_ms_per_run,decode_tokens_per_sec,bytes_per_elem,kv_heads,dim_head,cache_len_end,selected_tokens_per_query,kv_cache_full_bytes,kv_cache_sparse_bytes,kv_cache_saving_ratio
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/sparse_attn_conv_c16_f16_n4_seq512_step_5000.pt,sparse_conv,cuda,32,512,409,103,1,1,3,50.8040517171224,257617.24818473434,2492.21728515625,1322.5171094154243,4,4,64,512,68,33554432,4456448,0.8671875
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/sparse_attn_mlp_c16_f16_n4_seq512_step_5000.pt,sparse_mlp,cuda,32,512,409,103,1,1,3,56.33808898925781,232311.74920568458,2629.0462239583335,1253.6865917243138,4,4,64,512,68,33554432,4456448,0.8671875
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/sparse_attn_attn_c16_f16_n4_seq512_step_5000.pt,sparse_attn,cuda,32,512,409,103,1,1,3,54.789459228515625,238878.06494699337,2569.837890625,1282.5711738565708,4,4,64,512,68,33554432,4456448,0.8671875
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/sparse_attn_mean_c16_f16_n4_seq512_step_5000.pt,sparse_mean,cuda,32,512,409,103,1,1,3,48.8973642985026,267662.68873107334,2496.3317057291665,1320.3373543810576,4,4,64,512,68,33554432,4456448,0.8671875
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/full_attn_seq512_step_5000.pt,full,cuda,32,512,409,103,1,1,3,26.657450358072918,490969.6848047001,956.2972005208334,3446.6272600242705,4,4,64,512,68,33554432,4456448,0.8671875
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/sparse_attn_conv_c16_f16_n4_seq512_step_5000.pt,sparse_conv,cuda,64,512,409,103,1,1,3,107.13497924804688,244327.2979910266,2219.39990234375,2970.1722492817353,4,4,64,512,68,67108864,8912896,0.8671875
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/sparse_attn_mlp_c16_f16_n4_seq512_step_5000.pt,sparse_mlp,cuda,64,512,409,103,1,1,3,120.0718485514323,218002.80678436972,2199.34033203125,2997.262362715738,4,4,64,512,68,67108864,8912896,0.8671875
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/sparse_attn_attn_c16_f16_n4_seq512_step_5000.pt,sparse_attn,cuda,64,512,409,103,1,1,3,115.63759358723958,226362.37220080374,2267.5725911458335,2907.0734166305024,4,4,64,512,68,67108864,8912896,0.8671875
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/sparse_attn_mean_c16_f16_n4_seq512_step_5000.pt,sparse_mean,cuda,64,512,409,103,1,1,3,104.4507344563802,250606.18420956525,2640.70556640625,2496.3025351482434,4,4,64,512,68,67108864,8912896,0.8671875
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/full_attn_seq512_step_5000.pt,full,cuda,64,512,409,103,1,1,3,62.00695292154948,422146.2072667494,1184.413330078125,5565.624628325641,4,4,64,512,68,67108864,8912896,0.8671875
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/sparse_attn_conv_c16_f16_n4_seq4096_step_5000.pt,sparse_conv,cuda,1,4096,3276,820,1,1,3,34.26781972249349,95599.89595280917,19012.255208333332,43.130075365313985,4,4,64,4096,68,8388608,139264,0.9833984375
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/sparse_attn_mlp_c16_f16_n4_seq4096_step_5000.pt,sparse_mlp,cuda,1,4096,3276,820,1,1,3,29.73798370361328,110162.14255312653,15742.451822916666,52.08845542130269,4,4,64,4096,68,8388608,139264,0.9833984375
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/sparse_attn_attn_c16_f16_n4_seq4096_step_5000.pt,sparse_attn,cuda,1,4096,3276,820,1,1,3,34.107391357421875,96049.56197528522,18778.682291666668,43.66653566336162,4,4,64,4096,68,8388608,139264,0.9833984375
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/sparse_attn_mean_c16_f16_n4_seq4096_step_5000.pt,sparse_mean,cuda,1,4096,3276,820,1,1,3,26.578943888346355,123255.46168282388,16318.002604166666,50.25124826188102,4,4,64,4096,68,8388608,139264,0.9833984375
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/full_attn_seq4096_step_5000.pt,full,cuda,1,4096,3276,820,1,1,3,11.161599477132162,293506.3210888238,8942.705078125,91.6948499180438,4,4,64,4096,68,8388608,139264,0.9833984375
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/sparse_attn_conv_c16_f16_n4_seq4096_step_5000.pt,sparse_conv,cuda,8,4096,3276,820,1,1,3,139.91765340169272,187310.17396896207,16278.696614583334,402.98066579379565,4,4,64,4096,68,67108864,1114112,0.9833984375
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/sparse_attn_mlp_c16_f16_n4_seq4096_step_5000.pt,sparse_mlp,cuda,8,4096,3276,820,1,1,3,154.80183919270834,169300.31410915227,18366.209635416668,357.1776719432603,4,4,64,4096,68,67108864,1114112,0.9833984375
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/sparse_attn_attn_c16_f16_n4_seq4096_step_5000.pt,sparse_attn,cuda,8,4096,3276,820,1,1,3,151.57726033528647,172901.9243521642,19420.389322916668,337.78931466935086,4,4,64,4096,68,67108864,1114112,0.9833984375
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/sparse_attn_mean_c16_f16_n4_seq4096_step_5000.pt,sparse_mean,cuda,8,4096,3276,820,1,1,3,138.97932942708334,188574.80539039616,19096.303385416668,343.52198263721004,4,4,64,4096,68,67108864,1114112,0.9833984375
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/full_attn_seq4096_step_5000.pt,full,cuda,8,4096,3276,820,1,1,3,90.93495686848958,288205.99802892184,7608.965494791667,862.1408527204279,4,4,64,4096,68,67108864,1114112,0.9833984375
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/sparse_attn_conv_c16_f16_n4_seq4096_step_5000.pt,sparse_conv,cuda,16,4096,3276,820,1,1,3,298.36867268880206,175675.27960507362,17550.494791666668,747.5572715038007,4,4,64,4096,68,134217728,2228224,0.9833984375
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/sparse_attn_mlp_c16_f16_n4_seq4096_step_5000.pt,sparse_mlp,cuda,16,4096,3276,820,1,1,3,331.79443359375,157977.3338336902,19184.345052083332,683.8909519392338,4,4,64,4096,68,134217728,2228224,0.9833984375
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/sparse_attn_attn_c16_f16_n4_seq4096_step_5000.pt,sparse_attn,cuda,16,4096,3276,820,1,1,3,324.4557698567708,161550.52512439137,19555.596354166668,670.9076911993303,4,4,64,4096,68,134217728,2228224,0.9833984375
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/sparse_attn_mean_c16_f16_n4_seq4096_step_5000.pt,sparse_mean,cuda,16,4096,3276,820,1,1,3,296.48793538411456,176789.65564683947,19327.546875,678.8238613442763,4,4,64,4096,68,134217728,2228224,0.9833984375
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/full_attn_seq4096_step_5000.pt,full,cuda,16,4096,3276,820,1,1,3,188.90478515625,277473.1193635186,9436.171875,1390.3943435748408,4,4,64,4096,68,134217728,2228224,0.9833984375
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/sparse_attn_conv_c16_f16_n4_seq4096_step_5000.pt,sparse_conv,cuda,32,4096,3276,820,1,1,3,606.5131429036459,172843.74003524968,19769.196614583332,1327.3174682598526,4,4,64,4096,68,268435456,4456448,0.9833984375
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/sparse_attn_mlp_c16_f16_n4_seq4096_step_5000.pt,sparse_mlp,cuda,32,4096,3276,820,1,1,3,671.5450032552084,156105.6958086851,19897.561197916668,1318.7545819810018,4,4,64,4096,68,268435456,4456448,0.9833984375
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/sparse_attn_attn_c16_f16_n4_seq4096_step_5000.pt,sparse_attn,cuda,32,4096,3276,820,1,1,3,659.9557291666666,158847.0186210407,19806.9375,1324.7883475171263,4,4,64,4096,68,268435456,4456448,0.9833984375
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/sparse_attn_mean_c16_f16_n4_seq4096_step_5000.pt,sparse_mean,cuda,32,4096,3276,820,1,1,3,599.1021321614584,174981.85096050988,19389.96484375,1353.2773376047653,4,4,64,4096,68,268435456,4456448,0.9833984375
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/full_attn_seq4096_step_5000.pt,full,cuda,32,4096,3276,820,1,1,3,395.1322428385417,265308.645143485,14469.270833333334,1813.4984341816348,4,4,64,4096,68,268435456,4456448,0.9833984375
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/sparse_attn_conv_c16_f16_n4_seq4096_step_5000.pt,sparse_conv,cuda,64,4096,3276,820,1,1,3,1212.8921712239583,172862.8520937876,34694.005208333336,1512.6532576698453,4,4,64,4096,68,536870912,8912896,0.9833984375
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/sparse_attn_mlp_c16_f16_n4_seq4096_step_5000.pt,sparse_mlp,cuda,64,4096,3276,820,1,1,3,1339.231201171875,156555.49229777243,34995.583333333336,1499.617808913982,4,4,64,4096,68,536870912,8912896,0.9833984375
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/sparse_attn_attn_c16_f16_n4_seq4096_step_5000.pt,sparse_attn,cuda,64,4096,3276,820,1,1,3,1339.9825032552083,156467.71468333728,34761.041666666664,1509.736115023404,4,4,64,4096,68,536870912,8912896,0.9833984375
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/sparse_attn_mean_c16_f16_n4_seq4096_step_5000.pt,sparse_mean,cuda,64,4096,3276,820,1,1,3,1212.2716471354167,172951.3352023315,34635.559895833336,1515.2057641866893,4,4,64,4096,68,536870912,8912896,0.9833984375
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/full_attn_seq4096_step_5000.pt,full,cuda,64,4096,3276,820,1,1,3,783.165771484375,267713.43645753677,28201.026041666668,1860.9251990499015,4,4,64,4096,68,536870912,8912896,0.9833984375
